no,src,tgt,basic_ingredient
9087,fuyunghai isi tahu,2 butir telur || 2 buah tahu potong2 kecil || 2 buah bawang putih || 1 / 2 bawang bombai || 1 daun bawang || 2 sdm saus tomat || 2 sdm saus sambal || 1 sdm maizena dicampur air || 3 sdm minyak goreng || ,tahu
2023,kembung masak tauco,3 ekor ikan kembung belah 2 lalu goreng || 5 bawang merah iris || 3 bawang putih iris || 4 cabe ijo besar iris serong || 5 cabe merah keriting iris serong || 5 cabe rawit merah iris serong || 1 papan pete || daun salam || sereh || lengkuas || jahe || 50 - 100 ml air || 2 sdm tauco || sedikit gula dan garam || 1 / 2 buah tomat || ,ikan
9029,tahu bulat,2 kotak tahu putih || 3 siung bawang putih || 2 siung bawang merah || 1 sdt garam || 1 sdt lada bubuk || 1 butir telur || secukupnya penyedap rasa || 1 sdt baking powder || ,tahu
9430,sapo tahu sayur,1 buah tahu sutra || 1 buah wortel || 1 buah sawi sendok /  sawi biasa || 2 siung bawang putih dimemarkan || 2 buah cabai keriting || 1 buah cabai rawit  ( jika mau pedas )  || 2 sdm saos tiram || 1 / 2 sdt gula pasir || 1 / 4 sdt garam || secukpnya minyak || 1 / 2 sdm margarin || 1 sdt tepung maizena dilarutkan || 1 sdt kecap manis || secukupnya air || ,tahu
11605,telur dadar kecap,2 butir telur || 4 bawang merah || 6 cabe rawit hijau || sedikit garam || sedikit roico || kecap bango || ,telur
2941,ikan bawal bumbu acar,"4 ekor ikan bawal ( boleh ikan apa saja )  || 2 buah timun || 2 buah wortel || bumbu halus :  || 5 siung bawang merah || 3 siung bawang putih || 1 ruas kunyit || 3 buah cabe rawit || 3 buah kemiri || serai , jahe  ( geprek )  || 2 lembar daun jeruk sobek || secukupnya garam ,  penyedap ,  gula || ",ikan
224,garang asem ati ampela ceker ayam,"10 pasang ati ampela ayam || 250 gr ceker ayam || 6 buah blimbing wuluh , potong ""  || 2 lembar daun salam , sobek || 1 batang sereh  ( agak besar )  , geprek || 1 ruas jahe , geprek || 1 ruas langkuas , geprek || bumbu iris  :  || 8 buah bawang merah || 5 buah bawang putih || 10 buah cabe rawit merah ( kalo ga suka pedas bisa dikurangi )  || gula , garam , penyedap || secukupnya santan sedang || ",ayam
5680,nasi kebuli,1 / 2 kg daging kambing rebus sampai empuk || 1 buah tomat merah parut kasar || 1 sdm bumbu kari || 1 / 2 sdt bumbu garam || 4 buah kapulaga || 2 buah cengkeh || 2 cup beras basmati cuci bersih rendam 30 menit || 200 ml susu cair / santan || daun salam  +  daun jeruk || minyak samin untuk menumis bumbu || secukupnya kismis || bumbu yg dihaluskan || 5 siung bwg merah || 2 siung bwg putih || garam || jahe || lada bubuk || 1 buah bwg bimbang iris kasar || ,kambing
3697,bawal saos padang pedass,1 ekor bawal  ( 1 . 5 kg )  diiris || jeruk nipis || 3 siung bawang putih || 1 siung bawang bombay || 7 bh cabe rawit merah || 2 tomat hijau || daun bawang || lada hitam || saos tomat  ( belibis )  || saos cabai  ( belibis )  || gula garam ||  || ,ikan
5285,plao (rice with lamb),1 kg lamb with the bone || 2 glass rice  ( 300 ml )  || 5 glass of water  ( 300 ml / glass )  || 2 medium bombay onion || 1 tbs cloves || 1 tbs papercorn || 3 pcs bayleaves || 2 sticks cinnamon || 1 finger ginger make paste || 1 finger ginger  ( chop )  || whole cloves garlic || 1 whole garlic  ( no peel )  || 1 tea spoon cumin seeds || 2 pcs green chilli || 3 tbs corriender seeds || salt || ,kambing
12930,penyetan ayam tempe dan tahu,1 / 4 kg ayam || 5 buah tahu putih kepal || 3 buah tempe  ( bungkus daun pisang )  || 4 buah kemiri || 6 siung bawang putih  ( kating )  || 1 sdm ketumbar || 1 / 2 sdt jinten || 5 cm kunyit || 5 cm jahe || 3 cm kayu manis || 3 lembar daun salam || secukupnya irisan kulit jeruk purut  ( geprak )  || 4 sdm kecap manis || 1 sdt gula merah || 2 sdm minyak goreng || secukupnya air || secukupnya garam dan penyedap rasa || ,tempe
3194,lele goreng,"4 ekor lele ,  cuci bersih || 1 / 2 sdt cuka masak || secukupnya tepung bumbu serbaguna || sedikit air || bumbu halus :  || 3 siung bawang putih || 3 ruas kunyit || 2 butir kemiri sangrai || 1 sdm ketumbar bubuk sangrai || secukupnya garam || ",ikan
10253,"cah sawi, wortel, telur, tahu 😍","2 ikat sawi  ( cuci bersih dan potong )  || 5 wortel kecil  ( potong )  || 2 butir telur  ( kocok )  || 3 tahu kotak  ( potong )  || 7 bawang merah  ( iris tipis )  || 6 cabai rawit merah  ( iris serong )  || 6 cabai rawit ijo  ( utuh )  || 1 buah tomat  ( iris )  || 1 sachet saori saos tiram || secukupnya  ( penyedap rasa ,  gula ,  garam )  || secukupnya air || ",telur
7513,tahu cah daging sapi🐮,4 bh tahu bandung putih .  masing2 belah 3 pc || 3 btr bawang putih iris || 1 batang seledri || 4 bh udang basah  ( cincang kasar )  || 2 bh potongan daging sapi  ( cincang kasar )  || 1 sdt tepung maizena cairkan dgn sedikit air || secukupnya air || bahan bumbu pelengkap || garam  + gula  +  lada || kecap asin || minyak wijen || cuka beras  ( optional )  || ,sapi
6294,semur daging sapi kentang,"250 gr daging sapi  ( potong kecil )  || 3 bh kentang  ( potong kecil )  || air || secukupnya kecap manis ,  merica ,  kaldu jamur || bahan halus  :  || 3 siung bawang putih || 4 butir bawang merah || 3 butir kemiri || ",sapi
10071,sup jamur enoki telur pedas #recook,"bahan :  || 1 bungkus jamur enoki || 1 butir telur ayam ,  kocok || 1 gelas air putih ||  || bumbu :  || 5 siung bawang putih ,  geprek lalu cincang || 9 buah cabe rawit ,  iris || 2 sdm minyak wijen || secukupnya saus tiram || secukupnya lada  &  garam || ",telur
3673,lempah kuning ikan kembung,"500 gr ikan kembung || 1 buah nanas  ( potong2 )  || sereh ,  lengkuas ,  daun salam ,  asam jawa || cabe rawit || bumbu yang di haluskan  :  || 4 siung bawang putih || 14 siung bawang merah || 1 sendok makan terasi enaknya terasi bangka || 6 cabe merah besar || 6 cabe rawit merah || 2 siung kunyit || 5 kemiri || kengkuas || ",ikan
5972,tongcon (tongseng sapi mercon),"200 gram daging sapi || 1 / 4 buah kol ukurang sedang ,  iris kasar || 1 buah tomat ukuran sedang ,  iris kasar || 2 lembar daun salam || 3 lembar daun jeruk || 1 batang serai ,  geprek || 5 sdm kecap manis || secukupnya garam || secukupnya gula || secukupnya merica || secukupnya penyedap || 15 - 20 buah cabe rawit ,  potong kasar || 750 ml air || haluskan :  || 6 siung bawang merah || 3 siung bawang putih || 2 buah kemiri || 1 jari jahe || 1 ruas jari kunyit || ",sapi
11917,kering tempe manis,"1 lonjor tempe daun || 12 siung bawang merah ,  iris tipis || 6 siung bawang putih ,  geprek cincang halus || 3 buah gula jawa  ( yang setengah lingkaran )  || 3 lembar daun salam || 3 lembar daun jeruk ,  buang tulangnya || secukupnya garam || ",tempe
10168,miedog (mie endog) endog = telur 😄,1 bks mie rebus  ( me  :  mie sedap kari .  bisa mie rasa apapun )  || 2 telur ayam || minyak goreng || air secukupnya  ( untuk merebus mie )  || daun bawang  ( optional )  kalau saya tidak pakai daun bawang || ,telur
1097,sup ayam soun,"250 gr daging / tulangan ayam ,  potong sesuai selera || 2 bh wortel ,  iris lalu potong sesuai selera || 100 gr kol ,  potong sesuai selera || 1 bh jagung manis ,  serut || 2 bh tomat ,  potong 4 || 1 ruas jari jahe ,  geprek || 1 bh bawang bombay uk kecil ,  iris tipis || 6 siung bawang putih ,  haluskan || 1 / 2 sdt pala bubuk || seledri dan daun bawang secukupnya ,  potong sesuai selera || 1 bungkus kecil soun || secukupnya air || secukupnya gula ,  garam ,  lada ,  kaldu bubuk || minyak utk menumis || ",ayam
10952,telur mata sapi,1 telur || mangkok kecil || ,telur
12559,sambel tempe kemangi,"200 g tempe || secukupnya kemangi || 15 buah cabe merah keriting || 10 buah cabe rawit ( sesuai selera )  || 5 siung bawang putih || 3 buah bawang merah || 5 cm kencur || 1 / 2 sdt garam || 1 / 4 sdt kaldu bubuk || bahan rendaman :  || 3 siung bawang putih ,  haluskan || secukupnya garam || secukupnya air || ",tempe
10777,telor dadar kuah santan,"4 butir telor ayam || 6 siung bawang merah ,  digeprek dan dipotong - potong || 3 siung bawang putih ,  geprek dan dpotong - potong || cabe sesuai selera dipotong kecil || garam || gula || kaldu bubuk || daun seledri || tomat || minyak goreng untuk menggoreng telor dadar || santan kelapa dari 1 / 2 butir kelapa || ",telur
10011,orak arik telur saus pedas gurih,5 butir telur ayam || 2 buah cabe merah besar || 2 buah cabe hijau besar || 1 buah tomat || 3 siung bawang putih || 1 / 4 potong bawang bombai || 3 sendok makan mayones || 3 sendok makan saus tomat || 1 / 2 sendok teh gula || 1 sendok makan kecap asin || secukupnya garam dan merica || ,telur
9030,ayam tahu teriyaki,"1 / 2 ekor ayam  ( potong kecil2 )  || 1 bungkus tahu putih  ( potong dadu )  || 1 saset saus teriyaki || 1 keping gula merah || secukupnya kecap manis || secukupnya garam ,  gula ,  penyedap rasa || bumbu iris ||  || 1 buah bawang bombay || 5 buah bawang merah || 2 buah bawang putih || 5 buah cabe rawit || 5 buah cabe merah keriting || ",tahu
157,tongseng ayam tahu,500 gr ayam dipotong kecil2 || 2 bh tahu dipotong kotak2 dan digoreng 1 / 2 matang terlebih dahulu || 500 ml santan  ( me :  kara plus air )  || 1 bt daun sereh || bumbu halus :  || 5 siung bawang merah || 5 siung bawang putih || 2 bh cabe merah || 4 bh cabe rawit  ( bs dikurangi utk yg tdk suka pedas )  || 2 bh kemiri || secukupnya garam || secukupnya gula || penyedap rasa || ,ayam
1109,telur dadar isi ayam wortel,"2 butir telor dadar kocok lepas || 1 buah wortel ukurang kecil || 100 gr ayam ,  cincang halus || 3 siung bawang merah ,  iris || 2 siung bawang putih ,  iris || 1 cabai merah || 1 daun bawang || garam || gula ||  || kaldu bubuk || ",ayam
7962,urap tahu,5 biji tahu besar || seledri || segenggam toge || segenggam kacang tanah goreng || bumbu :  || 1 mangkok kecil kelapa parut kurleb || 2 siung bawang putih || 7 biji cabe rawit || sedikit garam dan gula pasir || 1 ruas kencur || ,tahu
3265,mujaer bakar maknyuss,3 buah ikan mujaer lumayan besar || 1 btr jeruk nipis || secukupnya garam || secukupnya gula || secukupnya kecap manis || 2 btr bawang putih || 3 btr bawang merah || 10 butir merica || 3 sendok minyak goreng / minyak zaitun || ,ikan
9070,kupat tahu ala ala #1,2 buah ketupat || 2 buah tahu yg sudah di goreng || 2 sdm toge yg sudah di rebus sebentar || bumbu halus :  || 2 sdm kacang tanah goreng || 1 siung bawang putih  ( mentah )  || 3 - 4 buah cabai rawit || 2 buah kencur || secukupnya gula merah || secukupnya garam || penyedap rasa ( boleh di skip )  || sesuai selera kecap || secukupnya air || tambahan nya kerupuk mie || ,tahu
2734,pan-fried tuna salad,"250 gr fillet tuna || 2 sdm kikkoman soy sauce || bawang putih || jahe || brown sugar  ( atau gula pasir )  || mixed salad vegetable  ( red lettuce ,  romaine ,  rocket leaves )  || 1 buah tomat || untuk dressing  :  || 3 sdm mayonaisse || 1 sdt mustard || 2 sdt olive oil || sedikit madu || garam dan merica || ",ikan
8150,sawi tahu bakso ikan,1 ikat sawi hijau || bakso ikan || tahu putih || bumbu || 3 bawang putih || 4 bawang merah || sedikit terasi || secukupnya garam || secukupnya gula || 1 sdm kecap manis || 2 cabe merah keriting || ,tahu
6366,tusuk lidah sapi-praktis,"1 lidah sapi || kaldu blok rasa sapi  ( knorr / maggi )  || air yang banyak untuk merebus || garam || 2 wortel ukuran sedang ,  potong dadu besar || 5 siung bawang putih ,  iris tebal || 3 lembar daun salam || 5 cm jahe ,  kupas ,  geprek || minyak untuk menumis || olesan  :  || bubuk ketumbar seperlu nya || kecap manis  ( bango )  || mentega / margarin secukup nya || ",sapi
862,ayam geprek,"1 / 2 kg ayam , potong2 || secukupnya bumbu racik ayam goreng || tepung bumbu kentucky || secukupnya tempe || racik tempe || sambal =  || sesuai selera cabe rawit || bawang putih || secukupnya garam , gula || minyak panas || lalapan  =  || timun , kemangi || ",ayam
849,ayam goreng mentega x bawang bombay,"ayam broiler  ( 4 potong )  || 1 / 2 buah bawang bombay  (  )  || 1 sendok makan garam || 0 , 5 sendok makan merica bubuk || 1 buah jeruk nipis || 2 sendok makan tepung terigu || minyak goreng || 1 / 2 sachet saori saus mentega  (  )  || ",ayam
12964,mendol tempe,"1 papan besar tempe || bumbu halus  :  || 5 siung bawang merah || 2 siung bawang putih || 7 buah cabe rawit || 1 / 2 ruas kencur || 3 lembar daun jeruk || secukupnya garam ,  gula ,  kaldu bubuk || ",tempe
5339,asem-asem daging kacang panjang,"1 / 2 kg daging sapi / kambing ,  ,  potong dadu || kacang panjang / buncis || 3 buah tomat hijau potong - potong || air asam jawa || gula merah || secukupnya kecap manis || daun salam || sereh ,  di geprek || lengkuas ,  di geprek || secukupnya garam || secukupnya penyedap rasa || 600 ml air untuk merebus || bahan iris  :  || 6 siung bawang merah || 3 siung bawang putih || 4 buah cabe keriting merah || 6 buah cabe rawit merah || ",kambing
3846,soto babat kambing madura,"jeroan kambing babat , usus campur || bumbu halus  ;  || bawang putih || bawang merah || merica || bumbu yg di iris  ;  || jahe || lengkuas || kunyit || daun jeruk || daun salam dan sereh sy gak pake karna lg kehabisan stok || bahan pelengkap  ;  || soun || toge || bawang daun dan seledri || bawang putih dan merah goreng || garam dan royco sapi || sambel uleg || jeruk nipis || ",kambing
71,balado ayam,fillet ayam 1 / 4 kg || 1 biji bawang bombay || cabe kering || bumbu halus ( cabe bawang merah bawang putih kemiri merica garam )  || secukupnya gula || bunga kapulaga || ,ayam
3487,tongkol kecap,2 keranjang tongkol || bumbu :  || 2 bawang putih || 3 bawang merah || 4 bh cabai merah || 1 bh tomat || saos tiram || kecap || ,ikan
8694,tahu bulat,10 kotak tahu putih || secukupnya garam || secukupnya gula || 1 / 2 sdt baking powder || 1 / 2 sdt baking soda || 1 sachet royko rasa sapi ( skip jika tak suka )  || ,tahu
3640,asam pedas tongkol,1 / 2 kg ikan tongkol  ( kepala ikan lebih enak )  || 1 buah jeruk nipis || secukupnya garam dan gula || secukupnya air masak || 3 sdm air asam jawa || belimbing wuluh  ( optional )  || bumbu halus  :  || 10 buah cabe merah keriting || 5 buah cabe rawit  ( sesuai selera )  || 5 siung bawang merah || 3 siung bawang putih || 2 buah tomat || 1 ruas kunyit || 1 ruas jahe digeprek || 1 ruas lengkuas digeprek || 1 batang sereh digeprek || 1 buah kemiri || 2 lembar daun salam || 2 lembar daun jeruk || ,ikan
12395,sosis selimut tempe,100 gr tempe || 4 buah sosis || 1 butir telur || 2 siung bawang putih || 2 buah cabe rawit || secukupnya garam || secukupnya penyedap rasa || secukupnya merica || ,tempe
1876,tongseng ayam,500 gr ayam  ( saya pakai fillet )  || 3 lbr daun salam || 1 btg sereh || 2 lbr daun jeruk || 3 buah tomat hijau / merah  ( iris )  || 4 lbr kol / kubis  ( rajang kasar )  || 1 btg daun bawang  ( bs dskip )  || 175 ml santan  ( santan kental  +  air )  ||  ❤  bumbu halus || 8 siung bawang merah || 4 siung bawang putih || secukupnya cabe rawit  ( utuh )  || 2 buah kemiri sangrai || 1 sdt ketumbar || secukupnya lada || 2 ruas kunyit || 1 / 2 ruas jahe || ,ayam
4035,tongseng kambing empuk,"1 , 25 kg daging kambing || bumbu tongseng beli dipasar || garam scukupnya || 1 sdm gula || 1 bks royco sapi || 2 buah nanas parut || 1 bks santan kara || 1 liter air || 10 buah caberawit merah || bawang goreng || 1 / 4 butir kobis iris || minyak untuk menumis || ",kambing
13113,tempe kere 😋,"10 potong tempe goreng || 1 bh cabe merah besar || sesuai selera cabe rawit || 1 siung bawang putih || 1 ruas kencur || 1 / 2 bh terasi aq pk yg sachet kecil || 1 / 2 sdm gula pasir || garam sdkit ,  || bila suka penyedap || ",tempe
13150,cookies tempe,"125 gr tepung terigu || 27 gr susu bubuk || 1 sdm munjung coklat bubuk || 125 gr gula halus || 1 butir kuning telur || 60 gr butter || 50 gr tempe ,  parut dengan parutan keju || secukupnya wijen || ",tempe
7389,tongseng sapi,"daging sapi / kambing / ayam || santan || lengkuas  ( memarkan )  || serai || kol || daun bawang || tomat merah / hijau || cabe rawit ,  potong2 || kecap || bumbu halus  :  || bawang merah dan putih || merica || kemiri di sangrai || kunyit di bakar dulu .  || jahe || ketumbar dan garam || ",sapi
11089,telur dadar wortel,"5 buah telur ayam || 1 buah daun bawang diiris tipis || 1 buah wortel yg diparut || secukupnya garam ,  kaldu bubuk ,  lada || ",telur
8681,tahu genjrot,"bumbu halus  :  || 1 sdm gula merah sisir || 7 cabe rawit hijau || 1 / 2 sdt garam || 1 bawang merah || bumbu kuah  :  || 1 sdm gula merah sisir || 2 buah asem jawa || 3 tetes cuka  ( jika suka )  || 75 ml air || 1 sdm kecap manis || bahan utama  :  || 7 tahu goreng ,  potong ²  || ",tahu
1481,ayam goreng madu,250 gr dada ayam / paha || 2 siung bawang putih || 1 sdm saus tomat || 1 sdm saus cabe || 1 sdm saus tiram || 1 sdm madu || 1 / 2 sdm kecap || 1 / 4 sdt merica || 1 buah cabe merah ( iris )  || secukupnya air || tepung ayam goreng || minyak goreng || wijen || ,ayam
8429,sambal kentang tahu,3 bh kentang ukuran sedang potg kotak kotak || 2 potg tahu potg kotak kotak || 1 sdt gula || 1 sdt kaldu jamur || secukupnya air || bumbu halus  :  || 15 cabe keriting || 5 cabe rawit || 10 bawang merah || 3 bawang putih || 1 sdt terasi || 1 sdm tomat || ,tahu
6201,bistik sapi,"250 gram daging sapi || 1 buah kentang || 1 buah tomat ,  potong2 || 3 - 5 sdm kecap manis || 2 sdm saus tiram || 2 sdm saos tomat || garam || gula || margarin / butter ||  🍖 bumbu marinasi :  || 1 sdm kecap manis || 1 sdm saus tiram || 1 sdt merica bubuk || 1 / 2 sdt garam || 1 sdt minyak wijen ||  💞 bumbu iris  :  || 3 siung bawang putih || 2 siung bawang merah || 1 buah bawang bombai || ",sapi
9140,kare ayam + tahu,1 / 2 kg ayam || 2 tahu  ( potong sedang serong )  || 1 lengkuas sedang || 1 serai || 1 jahe || 2 daun salam || 2 daun jeruk || secukupnya merica ladaku || secukupnya garam || secukupnya gula merah || secukupnya santan || bumbu halus  :  || 10 butir bawang merah || 3 siung bawang putih || 2 butir kemiri || ketumbar sedikit saja || secukupnya kunir || ,tahu
2245,ikan kembung sambal balado,1 / 2 kg ikan kembung segar || bahan untuk bumbu  :  || 3 biji cabe merah || 2 siung bawang merah || 2 siung bawang putih || 2 cm lengkuas || 5 butir ketumbar || bahan untuk tumisan  :  || 3 siung bawang merah || 3 siung bawang putih || 1 biji bawang bombay || 1 biji tomat || bahan tambahan  :  || secukupnya minyak goreng || garam || penyedap rasa || secukupnya kecap manis || gula putih || 3 lembar daun salam || ,ikan
